"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3963856";"";"0";"340.43";"1";"5.50";"17a";"Cc1cc(C(=O)Nc2cccc3ccccc23)c(C)n1-c1ccccc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3866937";"Displacement of [3H]-CP-55940 from human CB1 receptor expressed in HEK293 cell membranes at 1 to 10 uM after 90 mins relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3865825";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL3944807";"";"0";"358.51";"1";"7.02";"16m";"CCCCCc1sc2ccccc2c1C(=O)c1cccc2ccccc12";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL3935866";"";"0";"296.39";"0";"4.70";"17k";"CCc1sc2ccccc2c1C(=O)c1ccc(OC)cc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL2181539";"";"0";"422.57";"1";"6.65";"25a";"CCCCCCC(C)(C)c1cc(OC)c2cc(Cc3ccccc3OC)c(=O)oc2c1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2187921";"Agonist activity at human CB1 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation using [3H]-cAMP at 1 uM after 5 mins by liquid scintillation counter relative to CP55940";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176868";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3308072"
"CHEMBL138543";"HEXADECYLPROPIONATE";"0";"298.51";"1";"6.42";"14";"CCCCCCCCCCCCCCCCOC(=O)CC";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657501";"Binding affinity against human Cannabinoid receptor 1 using CHO-hCB1 transfected cell membrane and [3H]CP-55940 as radioligand at 10 uM";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145119";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL2431216";"";"0";"452.04";"1";"6.52";"2, ICAM-b";"CCCCCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3239552";"Positive allosteric modulation of cannabinoid CB1 receptor (unknown origin) expressed in HEK293 cells assessed as induction of ERK1/2 phosphorylation by Western blot analysis in presence of siRNA targeting beta-arrestin 1";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232862";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715"
"CHEMBL2431216";"";"0";"452.04";"1";"6.52";"2, ICAM-b";"CCCCCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12";"Inhibition";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"False";"CHEMBL3239556";"Positive allosteric modulation of cannabinoid CB1 receptor (unknown origin) expressed in HEK293 cells assessed as induction of ERK1/2 phosphorylation by Western blot analysis in absence of siRNA targeting beta-arrestin 1";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232862";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715"
"CHEMBL3221210";"";"0";"313.21";"0";"3.67";"15";"O=C1/C(=C/c2ccc(Cl)cc2Cl)N=C2SCCCN12";"Inhibition";"'='";"8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL33143";"";"0";"347.54";"1";"6.81";"32";"CCCCCCCCCCCCCCCC(=O)Nc1cccc(O)c1";"Inhibition";"'='";"40.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL657503";"Percent inhibition of specific binding of [3H]CP-55940 towards human cannabinoid receptor 1 from Chinese hamster ovary cell membranes at the concentration of 10 uM";"B";"BAO_0000219";"cell-based format";"";"";"";"ovary";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136715";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL4061358";"";"0";"435.61";"1";"5.85";"20a";"CCOc1ccc(Cc2nc3cc(C(=O)NCCC(C)C)ccc3n2CCC(C)C)cc1";"Inhibition";"'='";"37.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4023571";"Displacement of [3H]-CP55950 from human CB1 receptor expressed in CHO cell membranes at 10 uM after 3 hrs by scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020829";"1";"Scientific Literature";"J Med Chem";"2018";""
"CHEMBL577489";"";"0";"317.43";"0";"2.74";"13";"CCC1(C(=O)Nc2cc(CN3CCOCC3)c(C)cn2)CCC1";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1049669";"Inhibition of [3H]CP55960 binding to human cloned CB1 receptor at 10 uM after 120 mins by scintillation spectroscopy";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156044";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL452912";"TETRAHYDROBUNGEANOOL";"0";"295.47";"0";"4.13";"8";"CCCCCCCCC/C=C/C=C/C(=O)NCC(C)(C)O";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3089352";"Inhibition of human CB1 receptor internalization expressed in CHO cells assessed as inhibition of [3H]-Win55212-2 uptake preincubated for 1 hr followed by radioligand addition measured after 1 hr by liquid scintillation counting analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085628";"1";"Scientific Literature";"J. Nat. Prod.";"2013";"CHEMBL3308072"
"CHEMBL591795";"";"0";"368.50";"0";"2.43";"25";"CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CC[C@H](O)C2)c1";"Inhibition";"'='";"6.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1071869";"Inhibition of [3H]CP-55940 binding to human CB1 receptor at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153132";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL605199";"";"0";"416.57";"0";"2.10";"29";"CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCS(=O)(=O)CC2)c1";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1071869";"Inhibition of [3H]CP-55940 binding to human CB1 receptor at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153132";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL4094331";"";"0";"449.98";"1";"5.29";"2";"Cc1ccc(Cn2nc(-c3ccc(Cl)c(C)c3)cc(C(=O)NC3CCCCC3)c2=O)cc1";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3998730";"Displacement of [3H]CP55940 from human CB1 receptor expressed in HEK293 EBNA cell membranes at 4 uM after 90 mins by liquid scintillation and luminescence counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997787";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3307715"
"CHEMBL2326501";"";"0";"411.55";"1";"5.06";"5d";"CCCCCCCOc1ccc(NC(=O)Oc2cccc(N3CCNCC3)c2)cc1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2329410";"Displacement of [3H]CP55940 from human recombinant CB1 receptor expressed in CHO cells at 1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321687";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3308072"
"CHEMBL4176123";"";"0";"302.80";"0";"3.20";"7h";"CN(CCNC(=O)c1ccc(Cl)cc1)Cc1ccccc1";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4131936";"Antagonist activity at recombinant human CB1 receptor assessed as inhibition of agonist-induced cAMP induction at 10 uM by HTRF assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";""
"CHEMBL3120209";"";"0";"434.88";"0";"4.75";"5l";"COc1ccc(-c2nn(C(=O)Nc3ccc(C)cc3)c(=O)n2-c2ccc(Cl)cc2)cc1";"Inhibition";"'='";"96.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3124138";"Antagonist activity at human CB1 receptor stably expressed in CHO cells co-expressing co-expressing Ga15/16 assessed as calcium current at 10 uM after 45 mins by fluo-4 AM assay relative to basal control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120110";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"CHEMBL3308072"
"CHEMBL2071073";"";"0";"313.79";"0";"3.38";"23";"Nc1ccc(CCNC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1";"Inhibition";"'='";"3.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2073237";"Allosteric modulation of human recombinant CB1 receptor expressed in HEK293 cells assessed as inhibitor of [3H]CP55940 binding at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069250";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307715"
"CHEMBL3221205";"";"0";"244.32";"0";"2.36";"10";"O=C1/C(=C/c2ccccc2)N=C2SCCCN12";"Inhibition";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3222514";"Displacement of [3H]CP55,940 from human recombinant CB1 receptor expressed in CHO-K1 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO-K1";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3307512"
"CHEMBL2153660";"";"0";"603.53";"1";"4.45";"14";"CCOC(=O)[C@@H](O)CCN/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2156598";"Displacement of 3[H]ligand from recombinant human CB1 receptor at 100 nM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150881";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL1531383";"";"0";"344.41";"0";"4.77";"7i'";"COc1ccc(Cn2c(-c3ccc(OC)cc3)nc3ccccc32)cc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL4104511";"";"0";"364.53";"1";"5.53";"11; SDB-001";"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4040539";"Antagonist activity at human CB1 receptor expressed in CHO cells assessed as inhibition of CP55940-induced Ca2+ flux at 10 uM preincubated for 10 mins followed by agonist addition by Fluor-4 AM dye based assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038324";"1";"Scientific Literature";"J Med Chem";"2017";""
"CHEMBL4102381";"";"0";"308.43";"0";"4.17";"31";"Cc1cccc2c(C(=O)NC34CC5CC(CC(C5)C3)C4)c[nH]c12";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4040539";"Antagonist activity at human CB1 receptor expressed in CHO cells assessed as inhibition of CP55940-induced Ca2+ flux at 10 uM preincubated for 10 mins followed by agonist addition by Fluor-4 AM dye based assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038324";"1";"Scientific Literature";"J Med Chem";"2017";""
"CHEMBL3904520";"";"0";"308.38";"0";"4.08";"9c";"CCCCc1nc2ccccc2n1C(=O)c1ccc(OC)cc1";"Inhibition";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3873272";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK293 cell membranes at 1 uM incubated for 1.5 hrs relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872225";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307715"
"CHEMBL559476";"";"0";"447.58";"0";"3.64";"32";"CCCNC(=O)N1CCN(c2nc(Cc3ccccc3)c3c(c2C#N)CC(C)(C)OC3)CC1";"Inhibition";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1059679";"Displacement of [3H]rimonabant from human CB1 receptor expressed in HEK293 cells assessed as signal point inhibition at 10 uM by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"HEK293";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL1096845";"";"0";"641.82";"2";"8.34";"16";"CC1(C)C[C@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1105738";"Inverse agonist activity at human recombinant cannabinoid CB1 receptor expressed in CHO cellssassessed as inhibition of forskolin-stimulated increase in intracellular cAMP level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157794";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072"
"CHEMBL1095990";"";"0";"475.80";"1";"7.11";"13";"CC(=O)N[C@@H]1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1105738";"Inverse agonist activity at human recombinant cannabinoid CB1 receptor expressed in CHO cellssassessed as inhibition of forskolin-stimulated increase in intracellular cAMP level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157794";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072"
"CHEMBL1095789";"";"0";"555.89";"2";"7.69";"12d";"CCc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1105738";"Inverse agonist activity at human recombinant cannabinoid CB1 receptor expressed in CHO cellssassessed as inhibition of forskolin-stimulated increase in intracellular cAMP level";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"CHO";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157794";"1";"Scientific Literature";"J. Med. Chem.";"2010";"CHEMBL3308072"
