"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL109050";"";"0";"685.87";"1";"1.90";"3e";"CCCC(CCC)C(=O)NN(CC(=O)OCC)C(=O)[C@@H]1CCCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C(=O)NCCc1ccccc1";"IC50";"'='";"13200.0";"nM";"4.88";"";"";"UO_0000065";"7.11";"0.14";"2.98";"2.27";"False";"CHEMBL814863";"Compound was evaluated for its 50 percent inhibitory concentration against human thrombin factor (FIIa)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129829";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";""
"CHEMBL343415";"";"0";"545.67";"1";"-0.09";"13";"NC(=O)CC[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"10.15";"0.20";"5.63";"2.73";"False";"CHEMBL815806";"In vitro inhibitory activity against hydrolysis of human alpha thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135092";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL174870";"";"0";"471.39";"1";"5.73";"10";"CCN(CC)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL818150";"Inhibitory activity against thrombin.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL423421";"";"0";"556.70";"1";"-0.53";"46";"Cc1nsc(C)c1S(=O)(=O)N1CCN(CC(=O)NC(CCCN=C(N)N)C(=O)c2nccs2)C(=O)C1";"IC50";"'='";"669.0";"nM";"6.17";"";"";"UO_0000065";"11.09";"0.23";"6.70";"3.18";"False";"CHEMBL882279";"In vitro inhibitory activity against serine protease thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136598";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL3349354";"";"0";"537.69";"1";"2.16";"13";"N[C@H]1CC[C@H]([C@H](NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)C(=O)c2nccs2)CC1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"13.91";"0.27";"5.32";"5.95";"False";"CHEMBL847455";"In vitro inhibitory activity against thrombin(FIIa)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131401";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL112726";"";"0";"510.64";"1";"0.03";"2b";"CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCCC1C(=O)N[C@H]1CCCN(C(=N)N)C1O";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"17.54";"0.34";"8.93";"5.03";"False";"CHEMBL815790";"In vitro inhibitory concentration required to inhibit human serine protease enzyme thrombin (FIIa) by 50%";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129832";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1997";""
"CHEMBL2372711";"";"0";"639.75";"2";"1.66";"table 1";"CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"'>'";"";"";"";"";"";"";"";"";"";"";"False";"CHEMBL811068";"Anti-thrombin activity by competitive enzyme assay using the fluorogenic substrate Tos-Gly-Pro-Arg-AMC at pH 8.3.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131543";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";""
"CHEMBL171122";"";"0";"454.53";"0";"0.38";"3d";"CC(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O";"IC50";"'='";"472.0";"nM";"6.33";"";"";"UO_0000065";"13.92";"0.26";"5.95";"4.12";"False";"CHEMBL815796";"Concentration required for the in vitro inhibitory activity against human enzyme, thrombin cleavage of the chromogenic substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132080";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL7610";"RWJ-54003";"0";"840.86";"3";"6.40";"5";"COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CN4CCCC4)cn(Cc4c(Cl)cccc4Cl)c3c2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc2ccccc2)cc1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL809537";"In vitro antagonist activity against Thrombin induced gel-filtered platelet (GFP) aggregation at 0.15 nM.";"F";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134380";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL381740";"";"0";"766.12";"2";"7.13";"30";"CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCc3ccc(Cl)cc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F";"IC50";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"9.22";"0.18";"-1.12";"3.99";"False";"CHEMBL854113";"Inhibition of FIIa";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138131";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL1162921";"";"0";"745.70";"2";"6.52";"29";"CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCCc3ccccc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL854113";"Inhibition of FIIa";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138131";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL381021";"";"0";"766.12";"2";"7.13";"27";"CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCc3ccccc3Cl)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL854113";"Inhibition of FIIa";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138131";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL189175";"";"0";"721.64";"2";"6.07";"23";"CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCc3ccco3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL854113";"Inhibition of FIIa";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138131";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL383717";"";"0";"675.61";"2";"6.61";"13";"CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3ccccn3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"10.85";"0.20";"-0.52";"4.52";"False";"CHEMBL854113";"Inhibition of FIIa";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138131";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL171271";"";"0";"505.60";"2";"-0.70";"3f";"CNS(=O)(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O";"IC50";"'='";"50.5";"nM";"7.30";"";"";"UO_0000065";"14.43";"0.28";"8.00";"4.00";"False";"CHEMBL815796";"Concentration required for the in vitro inhibitory activity against human enzyme, thrombin cleavage of the chromogenic substrate";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132080";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL382414";"";"0";"585.13";"1";"3.29";"6";"COc1cc(C)c(S(=O)(=O)NC[C@@H](O)[C@H](Cc2ccccc2)NCc2cc(Cl)ccc2-n2cnnn2)c(C)c1C";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"15.13";"0.30";"5.56";"6.75";"False";"CHEMBL859229";"Inhibitory activity against Thrombin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149411";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL2372431";"";"0";"470.58";"1";"-0.90";"8";"CC(=N)NCCC[C@@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)N[C@H](C=O)CCCN=C(N)N";"IC50";"'='";"88000.0";"nM";"4.06";"";"";"UO_0000065";"8.62";"0.17";"4.96";"1.90";"False";"CHEMBL658196";"Inhibitory activity against coagulation factor II (thrombin).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132850";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";""
"CHEMBL43014";"";"0";"555.64";"2";"-0.97";"25";"N=C(N)NCCCC(C=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)COc1ccc2ccccc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL658196";"Inhibitory activity against coagulation factor II (thrombin).";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132850";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";""
"CHEMBL316703";"";"0";"522.63";"1";"3.72";"1i";"COc1ccc2ccc(S(=O)(=O)NC(Cc3cc4c(N)nccc4o3)C(=O)N3CCC(C)CC3)cc2c1";"IC50";"'='";"1580.0";"nM";"5.80";"";"";"UO_0000065";"11.10";"0.21";"2.08";"4.54";"False";"CHEMBL814938";"In vitro thrombin inhibition";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL163407";"";"0";"480.60";"1";"-1.86";"11";"N=C(N)NCCC[C@H](NC(=O)CN1CCN[C@@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"10.24";"0.20";"6.78";"2.29";"False";"CHEMBL810937";"In vitro inhibitory activity against serine protease thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136599";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL99630";"";"0";"375.47";"0";"4.01";"6";"C/C(=C1\CC(=O)N(c2ccc(C(C)(C)C)cc2)C1=O)c1cccc(C(=N)N)c1";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"18.96";"0.35";"3.11";"8.16";"False";"CHEMBL814935";"Inhibitory concentration required against Thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136273";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL46434";"";"0";"528.59";"1";"3.28";"14";"Cn1c(Cc2ccc(C(=N)N)cc2)nc2cc(N(CC(=O)O)S(=O)(=O)c3cccc4cccnc34)ccc21";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"13.09";"0.25";"3.64";"4.46";"False";"CHEMBL845034";"Inhibition of human thrombin by chromogenic assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135926";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL540925";"";"0";"665.72";"1";"2.60";"22";"N=C(N)c1ccc(CNC(=O)CCN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccccc32)cc1.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1023377";"Inhibition of human factor 2a by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158384";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL557679";"";"0";"597.57";"0";"1.08";"24";"N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@@H](NC(=O)CCC(=O)O)CSc3ccccc32)cc1.O=C(O)C(F)(F)F";"IC50";"'='";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1023377";"Inhibition of human factor 2a by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158384";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL552926";"";"0";"723.75";"1";"2.23";"88";"N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3cc(CCC(=O)O)ccc32)cc1.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1023377";"Inhibition of human factor 2a by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158384";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL549809";"";"0";"569.56";"0";"1.16";"33";"N=C(N)c1ccc(CNC(=O)CCN2C(=O)[C@H](NCC(=O)O)CSc3ccccc32)cc1.O=C(O)C(F)(F)F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1023377";"Inhibition of human factor 2a by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158384";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL175546";"";"0";"532.67";"1";"4.13";"1g";"COc1ccc2ccc(S(=O)(=O)NC(Cc3ccc4ccnc(N)c4c3)C(=O)N3CCC(C)CC3)cc2c1";"IC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"11.64";"0.22";"2.07";"5.41";"False";"CHEMBL814938";"In vitro thrombin inhibition";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL20918";"";"0";"449.92";"1";"5.27";"30";"Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL813418";"Inhibitory activity of compound against thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147598";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL305811";"";"0";"391.47";"0";"4.68";"5c";"CCOC(=O)C(CC)c1ccc2c(C)cc(Oc3ccc(C(=N)N)cc3)nc2c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.44";"0.38";"3.32";"8.14";"False";"CHEMBL816648";"In vitro inhibitory activity against thrombin in human plasma";"B";"BAO_0000366";"cell-free format";"";"CHEMBL3559721";"Plasma";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136099";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL146880";"";"0";"458.58";"0";"0.91";"26";"CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(CN)cc1";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"11.68";"0.23";"4.45";"4.41";"False";"CHEMBL815806";"In vitro inhibitory activity against hydrolysis of human alpha thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135092";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL418729";"";"0";"420.51";"0";"3.13";"2{1}";"CCN(C(=O)C1=C(C(=O)NCc2ccc(C(=N)N)cc2)CCC1)c1cccc(OC)c1";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"10.99";"0.20";"1.49";"4.26";"False";"CHEMBL816070";"In vitro inhibitory concentration of compound against human thrombin";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL204";"Thrombin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144919";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
